Symbol,Beta,VolAvg,MktCap,LastDiv,companyName,currency,exchange,exchangeShortName,industry,website,description,CEO,sector,country,fullTimeEmployees,phone,address,city
COFORGE.NS,0.618584,403403,"354,144,190,464.00",39,Coforge Limited,INR,NSE,NSE,Information Technology Services,https://www.coforgetech.com,"COFORGE Limited provides information technology (IT) and IT enabled Services in Americas, India, Europe, the Middle East and Africa, and the Asia Pacific. It offers digital process automation services, including workflow/process management, artificial intelligence (AI) and predictive analytics, robotic process automation, and case management; digital services, such as digital integration, MuleSoft, and digital integration and interactive services; and cloud and infrastructure management services comprising cloud, workplace, cybersecurity, data center, and always on network services. The company also provides cybersecurity services, which include security incident management platform, managed automated security testing and enhanced remediation, intelligent detection and response of threats, access control and entity management, governance risk management and compliance services, as well as phishing, analysis, and training and testing platform. In addition, it offers AI and cognitive, business analytics, and data engineering services; advanced application engineering services, including development, operations, and quality engineering services; business process services; and media solutions, such as print design services and marketing solutions. The company serves insurance, travel, transportation, hospitality, banking and financial services, healthcare and life sciences, public sector, and other industries. The company was formerly known as NIIT Technologies Limited and changed its name to COFORGE Limited in August 2020. COFORGE Limited was incorporated in 1992 and is based in New Delhi, India. COFORGE Limited operates as a subsidiary of Hulst B.V.",Mr. Sudhir  Singh,Technology,IN,20786,91 11 4102 9297,"8, Balaji Estate",New Delhi
BHARATFORG.NS,1.352654,1790577,"349,490,479,104.00",3.5,Bharat Forge Limited,INR,NSE,NSE,Auto Parts,https://www.bharatforge.com,"Bharat Forge Limited manufactures and sells forged and machined components in India and internationally. It operates in two segments, Forgings and Others. The company offers automotive components, including crankshafts, connecting rods, emission/after treatment, fuel injection systems, chassis, and transmission and driveline components; and power generation components for thermal, hydro, and wind energy. It also provides oil and gas forging products, such as subsea, surface, and drilling components; rail products comprising engine and bogie components, turbochargers, and power electronics; and marine products that include crankshafts, connecting rods, and propeller shafts. In addition, the company offers various components for the aviation sector, such as fan blades, compressors, turbines, aero structures, and landing gear components; construction and mining products, including track links, front spindles, machined crankshafts, and injector bodies; and electric power-train products, such as full powertrain solutions, systems and sub systems, and parts for powertrain. Further, it designs engineering and product development solutions. The company was incorporated in 1961 and is headquartered in Pune, India.",,Auto Components,IN,4394,912067042777,"Pune Cantonment, Mundhwa",Pune
OBEROIRLTY.NS,0.697787,1314658,"349,221,519,360.00",0,Oberoi Realty Limited,INR,NSE,NSE,Real Estate—Development,https://www.oberoirealty.com,"Oberoi Realty Limited, together with its subsidiaries, engages in real estate development and hospitality businesses in India. The company develops residential, commercial, retail and social infrastructure projects. It also leases office and retail spaces. In addition, the company engages in the hotel operations comprising sale of rooms, food and beverages, and allied services; and provision of property management services. Oberoi Realty Limited was incorporated in 1998 and is headquartered in Mumbai, India.",,Real Estate,IN,629,912266773333,"Commerz, 3F, Off Western Express Highway, International Business Park, Oberoi Garden City,Goregaon (East)",Mumbai
YESBANK.NS,0.910619,122576558,"349,009,543,168.00",0,Yes Bank Limited,INR,NSE,NSE,Banks—Regional,https://www.yesbank.in,"Yes Bank Limited provides banking and financial services primarily in India. It operates through Treasury, Corporate/Wholesale Banking, Retail Banking, and Other Banking Operations segments. The company offers corporate banking services, such as working capital finance, term loans, corporate finance, trade finance and cash management services, debt capital markets, treasury, liquidity management, and other services. It also provides retail banking products, including home, car, super bike, commercial vehicle, construction equipment, gold, personal, and secured business loans, as well as loans against securities; health care and printing equipment finance; and business banking services to micro, small, and medium enterprises. In addition, the company offers financial and advisory services to ministries under the union and state governments, central and state public sector undertakings, boards, and other affiliates; and banking solutions to financial institutions, non-banking finance and housing finance companies, asset finance companies, insurance companies, small finance and payment banks, mutual funds, private equity funds, cooperative and regional rural banks, capital market participants, primary dealers, depositories, AD II license holders, money changers, PPI operators, and payment aggregators. Further, it provides debit and credit cards, current and savings accounts, fixed and recurring deposits, safe deposit lockers, wealth management and insurance products, and mobile and online banking services; transaction banking services comprising escrow, trade finance, foreign exchange, bullion, and custodial; mergers and acquisition advisory, private equity fund raising, and liquidity restructuring services; loan syndication services; and remittance solutions. As of March 31, 2021, it operated 1,070 branches; 3 national operating centers; and 1,340 ATMs and bunch note acceptors. The company was incorporated in 2003 and is headquartered in Mumbai, India.",Mr. Ravneet Gill,Banking,IN,22270,912233669000,"Yes Bank Twer IFC-2 15th flr Snpti Bpt M, Elphinstone",Mumbai
PERSISTENT.NS,0.827876,325084,"343,148,265,472.00",20,Persistent Systems Limited,INR,NSE,NSE,Information Technology Services,https://www.persistent.com,"Persistent Systems Limited provides software products, services, and technology solutions. The company operates through three segments: Banking, Financial Services and Insurance (BFSI), Healthcare & Life Sciences, and Technology Companies and Emerging Verticals. It provides Persistent Digital Banking and Credit Union Solution, and Loan Originating Solution; Digital Insurance Solutions, comprising claims lifecycle management automation, CX transformation for insurance, and integrated wellness and care solution for insurance; and Persistent trade finance automation. The company also offers Persistent Patient Mobile App for enhanced efficiency, patient experience, and care co-ordination; digital care pathways; Denials Management for measuring performance reimbursement, identifying payment errors, and streamlining collections; and digital device and diagnostics, digital lab, and research collaboration. Additionally, it provides product life management and systems engineering solutions; and digital manufacturing solutions comprising Dassault Planning and Optimization Software and Dassault manufacturing and operations software. Further, the company offers Network Assurance and Performance Management, and 5G AI Operations and Management solutions; and Mobile Edge Cloud Accelerators, Network API Optimization, and digital product engineering service, as well as provides software innovation and engineering services. It serves customers in the banking, financial services, insurance, health care and life science, software and hi-tech, and telecom and media sectors. It has operations in India, South Africa, Japan, Israel, Malaysia, Singapore, Sri Lanka, Australia, England, France, Germany, Ireland, the Netherlands, Switzerland, Canada, Mexico, and the United States. The company was incorporated in 1990 and is based in Pune, India.",Mr. Christopher O'Connor,Technology,IN,10357,912067030000,"Bhageerath, 402, Senapati Bapat Road, SHIVAJINAGAR",Pune
TIINDIA.NS,1.170563,161073,"339,771,359,232.00",3.5,Tube Investments of India Limited,INR,NSE,NSE,Auto Parts,https://www.tiindia.com,"Tube Investments of India Limited manufactures and sells cycles and accessories, steel strips and tubes, and metal formed products in India. It operates through three segments: Cycles and Accessories, Engineering, and Metal Formed Products. The Cycles and Accessories segment offers standard bi-cycles; special bi-cycles, such as alloy bikes; specialty performance bikes; and fitness equipment. It serves customers in the group of kids, adolescent boys and girls, urban adults, and performance cyclists. The Engineering segment manufactures and supplies cold drawn welded tubes, electric resistance welded tubes, and tubular components for automobile applications; large diameter tubes for hydraulic cylinders and off-road applications; and special grade cold rolled steel strips. The Metal Formed Products segment manufactures and supplies sheet metal formed products, industrial chains, fine blanked components, motor casings and agri-blades for the automotive, industrial, railway, and agriculture segments; and roll-formed car doorframes and cold rolled formed sections for railway wagons and passenger coaches. The company also provides power generation and distribution solutions. In addition, the company operates Track & Trail Urban, Track & Trail Sport, and BSA Hercules Rural outlets, as well as trackandtrail.in. The company also exports its bicycles, tubes, and industrial chains to other countries in Asia, Europe, and the Americas. Tube Investments of India Limited was incorporated in 2008 and is based in Chennai, India.",,Auto Components,IN,3120,914442177770,"Dare House, 2, N S C Bose Road",Chennai
MINDAIND.NS,0.788053,615997,"339,659,292,672.00",0.85,Minda Industries Limited,INR,NSE,NSE,Auto Parts,https://www.unominda.com,"Minda Industries Limited, together with its subsidiaries, designs, develops, manufactures, and sells auto components in India and internationally. It provides auto electrical parts, including switches, horns, and lighting products. The company's products include switching systems and handle bar solutions for two/three-wheelers and off-road vehicles; sensors, actuators, and controllers, including start-stop sensors, contact and non-contact type speed sensors, HID ballasts, tire pressure monitoring systems, electronic accelerator pedal modules, and DC-DC converters; and lights for two, three, and four-wheelers, as well as off-road vehicles. It also provides automotive horns for two/four-wheelers, and off-road and commercial vehicles; trumpet and disc horns; alloy wheels; fuel caps; and LPG/CNG kits. In addition, the company offers batteries; lamps; general aluminum castings; 2W and 4W switches; HVAC products; wheel covers; car infotainment systems; air filters and canisters; spoilers; EA pads; air ducts; washer bottles; reverse parking sensors and ADAS products; speakers; air bags; steering wheels; body sealing products; hoses; blow moldings; telematics and connected car solutions; alternate fuel systems; cigarette lighter and socket assemblies; seat belts; shifters; and cameras. It sells its products to original equipment manufacturers. The company was founded in 1958 and is based in Gurugram, India.",,Auto Components,IN,23000,911242290693,"Village - Nawada, Fatehpur,P.O. SikanderPur Badda",Gurgaon
PETRONET.NS,0.508849,2213707,"335,999,991,808.00",10.5,Petronet LNG Limited,INR,NSE,NSE,Oil & Gas Refining & Marketing,https://petronetlng.in,"Petronet LNG Limited engages in the import, regasification, and supply of liquefied natural gas (LNG) in India. The company owns and operates a LNG import and regasification terminal with name plate capacity of 17.5 MMTPA located in Dahej, Gujarat; and a LNG terminal with name plate capacity of 5 MMTPA located in Kochi, Kerala. Petronet LNG Limited was incorporated in 1998 and is based in New Delhi, India.",Shri. Prabhat Singh,Energy,IN,529,911123411411,"1st Floor, World Trade Center, Babar Road, Barakhamba Lane",New Delhi
KANSAINER.NS,0.506637,350859,"334,626,422,784.00",3.25,Kansai Nerolac Paints Limited,INR,NSE,NSE,Specialty Chemicals,https://www.nerolac.com,"Kansai Nerolac Paints Limited manufactures and sells paints and varnishes, enamels, or lacquers in India. The company offers interior and exterior decorative wall paints, wood coatings, metal enamel paints, and ancillary paints, as well as adhesives. It also provides disinfectant, hand sanitizers, and multi surface protective sheets. The company was formerly known as Goodlass Nerolac Paints Limited and changed its name to Kansai Nerolac Paints Limited in April 2006. The company was incorporated in 1920 and is based in Mumbai, India. Kansai Nerolac Paints Limited is a subsidiary of Kansai Paint Co., Ltd.",,Chemicals,IN,2889,912224934001,"Ganpatrao Kadam Marg, Lower Parel",Mumbai
RELAXO.NS,0.262389,169830,"334,033,813,504.00",2.5,Relaxo Footwears Limited,INR,NSE,NSE,Footwear & Accessories,https://www.relaxofootwear.com,"Relaxo Footwears Limited manufactures and sells footwear for men, women, and children in India and internationally. It offers canvas and sports, athleisure, walking, formal, and training and gym shoes, as well as rubber/EVA/PU slippers, sandals, flip flops, casuals, belles, and clogs. The company also provides footwear accessories. It operates a portfolio of brands, such as Relaxo, Bahamas, Flite, Sparx, BOSTON, and Mary Jane. The company sells its products through distributors and retail stores; and e-commerce portals. Relaxo Footwears Limited was founded in 1976 and is based in New Delhi, India.", Ramesh Dua,"Textiles, Apparel & Luxury Goods",IN,8229,911146800768,"316-319 3Rd Floor, Allied House, Inder Lok",DELHI
SRTRANSFIN.NS,1.075663,1290281,"333,754,040,320.00",26,Shriram Transport Finance Company Limited,INR,NSE,NSE,Credit Services,https://www.stfc.in,"Shriram Finance Limited, a non-banking finance company, primarily provides commercial vehicle financing services in India. It offers commercial vehicle loans for commercial goods vehicles, passenger commercial vehicles, tractors and farm equipment, and construction equipment. The company also provides business loans; deposits; working capital loans; life and general insurance products; emergency credit line guarantee schemes; consumer finance; stock broking services; and chit and mutual funds. As of June 30, 2021, it operated a network of 1,821 branches. The company also offers its products 809 rural centers, and partnerships with 500 private financiers. It primarily serves first time buyers, driver-turned-owners, and small road transport operators. The company was formerly known as Shriram Transport Finance Company Limited and changed its name to Shriram Finance Limited in December 2021. Shriram Finance Limited was incorporated in 1979 and is headquartered in Mumbai, India.",Mr. Umesh Revankar,Financial Services,IN,24452,912240959595,"Shiv Chambers, Sector-11, Cbd-Belapur",Mumbai
PFC.NS,0.449115,4768571,"331,594,039,296.00",14.75,Power Finance Corporation Limited,INR,NSE,NSE,Credit Services,https://www.pfcindia.com,"Power Finance Corporation Limited, a non-banking finance company, provides financial products and related advisory, and other services to the power sector in India. The company offers fund based financial policies/products, including guidelines for solar and wind power generation projects, as well as for funding private sector independent transmission projects; debt refinancing and prepayment policy for solar wind projects; takeout financing, asset acquisition, bridge and corporate loan, buyer's line of credit, credit facility for purchase of power through power exchange, energy saving project, and project and short-term loan services; financing of fuel supply projects and equipment manufacturers; grants/interest free loans for studies/consultancies; lease financing for the purchase of equipment and wind power projects; line of credit for import of coal; policy for investment in equity of power projects; guidelines for funding grid connected solar thermal private sector power generation projects; policy for underwriting of debt; refinancing of debt of commissioned projects along with additional corporate loans for new-expansion-acquisition of projects; and financial assistance to distribution franchisee. It also provides non-fund based policies/products comprising guarantees, letter of comfort, and policy for guarantee for credit enhancement. In addition, the company offers non-fund based consultancy services. Power Finance Corporation Limited was incorporated in 1986 and is headquartered in New Delhi, India.",Shri. Rajeev Sharma,Financial Services,IN,483,911123456740,"Urjanidhi', 1, Barakhamba Lane, Connaught Place",New Delhi
IGL.NS,0.371238,2186893,"328,975,679,488.00",3.6,Indraprastha Gas Limited,INR,NSE,NSE,Utilities—Regulated Gas,https://www.iglonline.net,"Indraprastha Gas Limited engages in the distribution of natural gas in India. The company supplies compressed natural gas (CNG) to the transport sector; and piped natural gas to domestic, industrial, and commercial sectors in Delhi, Greater Noida, Ghaziabad, Hapur, Meerut, Shamli, Kanpur, Fatehpur, Hamirpur, Muzaffarnagar, Gurugram, Rewari, Karnal, Kaithal, Ajmer, Pali, and Rajsamand. As of March 31, 2021, it operated 612 CNG stations; and serves 16.85 Lakh households, and 6,687 commercial and industrial consumers. The company also operates 1,265 kilometers of steel pipeline network; and 15,262 kilometers MDPE network. Indraprastha Gas Limited was incorporated in 1998 and is headquartered in New Delhi, India.",,Utilities,IN,707,911146074607,"B-95/3, Phase - 1, Naraina Industrial Area",New Delhi
ABCAPITAL.NS,1.003958,5122237,"326,183,682,048.00",0,Aditya Birla Capital Limited,INR,NSE,NSE,Financial Conglomerates,https://www.adityabirlacapital.com,"Aditya Birla Capital Limited, through its subsidiaries, provides various financial products and services in India and internationally. It offers life insurance products, such as protection, wealth with protection, children's future, health, retirement, and savings with protection insurance; health; wellness; motor, damage, natural calamities, personal accident cover, and third party legal liability; and travel insurance products. The company also provides financing solutions, such as home loans, loans against property, and personal loans; lines of credit, business loans, working capital demand loans, and supply chain financing solutions for small and medium enterprises; and loans against shares, mutual funds, and life insurance policy, as well as ESOP and IPO financing, and promoter and margin trade funding services. In addition, it offers investment services, such as mutual funds, pension funds, stocks and securities, real estate investment, wealth management, and portfolio management services. Further, the company provides financial and IT enabled services; private equity investment, and advisory and management services; stock broking and depository services; and risk advisory, fund management, asset management, and trustee services, as well as other business support and value added services. Additionally, it offers advising solutions, such as MoneyForLife Planner, an online tool that offers personalized financial planning solution; and ABC of Money, which provides money solutions. The company was formerly known as Aditya Birla Financial Services Limited and changed its name to Aditya Birla Capital Limited in June 2017. The company was incorporated in 2007 and is based in Mumbai, India. Aditya Birla Capital Limited is a subsidiary of Grasim Industries Limited.",,Financial Services,IN,27000,912243567000,India Rayon Compound,Mumbai
ZEEL.NS,0.560619,20680379,"316,696,920,064.00",2.5,Zee Entertainment Enterprises Limited,INR,NSE,NSE,Broadcasting,https://www.zeeentertainment.com,"Zee Entertainment Enterprises Limited, together with its subsidiaries, engages in broadcasting satellite television channels. The company broadcasts Hindi entertainment channels, such as Zee TV, Zee TV HD, &tv, &tv HD, Zing, BIG Magic, and Zee Anmol; Hindi movie channels comprising Zee Anmol Cinema, Zee Cinema, Zee Action, Zee Classic, &pictures, and Zee Bollywood, as well as Zee Cinema HD and &pictures HD; and regional entertainment channels, including Zee Marathi, Zee Yuva, Zee Bangla, Zee Tamil, Zee Telegu, Zee Kannada, Zee Sarthak, Big Ganga, Zee Talkies, Zee Bangla Cinema, Zee Cinemalu, Zee Marathi HD, Zee Talkies HD, Zee Telugu HD, and Zee Bangla HD. It also broadcasts Zee CafÃ©, Zee CafÃ© HD, &privÃ© HD, Zee Studio, &flix, &flix HD, and Zee ETC Bollywood channels; ZEE LIVE and Zee Theatre channels; and ZEE5, India.com, TheHealthSite.com, Bollywoodlife.com, and BGR.in for audiences on digital mediums, as well as broadcasts 39 channels in the international markets. In addition, the company operates as a space selling agent for other satellite television channels; and sells media content, which include programs/film rights/feeds/music rights. It has a library housing of approximately 250,000 hours of television content; and rights to approximately 4,800 movie titles. The company has approximately 1.3 billion viewers in 173 countries worldwide. The company was formerly known as Zee Telefilms Limited and changed its name to Zee Entertainment Enterprises Limited in January 2007. Zee Entertainment Enterprises Limited was founded in 1982 and is based in Mumbai, India.",Mr. Punit Goenka,Media,IN,3338,912271061234,"135, Dr. Annie Besant Road, Worli",Mumbai
MRF.NS,0.315486,10339,"316,444,344,320.00",56,MRF Limited,INR,NSE,NSE,Auto Parts,https://www.mrftyres.com,"MRF Limited, together with its subsidiaries, manufactures, distributes, and sells rubber products in India and internationally. The company offers rubber products, such as tyres, tubes, flaps, and tread rubber. It also engages in the paints and coats, toys, motorsports, and cricket training businesses. The company offers tyres for trucks, farm services, LCVs, SCVs, three wheelers, pick up, two wheelers, passenger cars, and OTRs. In addition, it operates MRF TireTok, MRF Tyredrome, MRF FASST, MRF Musclezone, and shops that offer computerized nitrogen inflation, tubeless repair, wheel alignment, wheel balancing and tyre changing, robotic wheel alignment, vehicle safety test lane, diagnostic wheel balancing, A/C recovery and recharging, electronic headlight alignment, nitrogen generation, special two-wheeler tyre changing, credit card facility, wheels removal and refitment, and tyre mounting and de-mounting services. The company sells its products through approximately 5,000 dealer networks. MRF Limited was founded in 1946 and is based in Chennai, India.",,Auto Components,IN,18180,914428292777,"New No 114 Old No 124, Mrf House, Greams Road, Thousand Lights",Chennai
DIXON.NS,1.04513,431114,"316,280,438,784.00",1,Dixon Technologies (India) Limited,INR,NSE,NSE,Consumer Electronics,https://www.dixoninfo.com,"Dixon Technologies (India) Limited operates in the electronic manufacturing services space in India. The company offers consumer electronics, including LED TVs; home appliances, such as washing machines; lighting products comprising LED bulbs, battens, indoor and outdoor LED drivers, electronics lamp drivers, and down lighters; mobile phones; and security surveillance systems. It also provides solutions in reverse logistics, such as repair and refurbishment services of set top boxes, LED TVs, mobile phones, CCTVs, modems, and computer peripherals; medical electronics; and set top boxes. The company was incorporated in 1993 and is headquartered in Noida, India.",,Consumer products,IN,1934,911204737200,"B 14 & 15, Noida Phase II, Gautam Buddha Nagar",Noida
NHPC.NS,0.19292,9999625,"315,412,971,520.00",1.6,NHPC Limited,INR,NSE,NSE,Utilities—Renewable,https://www.nhpcindia.com,"NHPC Limited, together with its subsidiaries, generates and sells electricity in India. The company generates electricity through hydro, wind, and solar power stations. It owns and operates 24 power stations with an installed capacity of 7071.2 megawatts. The company also offers consultancy services, such as survey and investigation, planning, design and engineering, construction, operation and maintenance, renovation, and modernization and uprating of hydro power projects, as well as other associated works to clients in public and private sectors. In addition, it provides project management and construction contract services, as well as trades in power. The company sells electricity to bulk customers that include electricity utilities owned by state governments/private distribution companies. The company was formerly known as National Hydroelectric Power Corporation Ltd. NHPC Limited was incorporated in 1975 and is based in Faridabad, India.",,Utilities,IN,5569,,"NHPC Office Complex, Sector-33",Faridabad
UNIONBANK.NS,0.965044,21114447,"313,371,852,800.00",0,Union Bank of India,INR,NSE,NSE,Banks—Regional,https://www.unionbankofindia.co.in,"Union Bank of India provides various banking products and services. It operates through four segments: Treasury Operations, Retail Banking Operations, Corporate and Wholesale Banking, and Other Banking Operations. The company offers savings and current accounts; term and recurring deposits; and demat and online trading accounts. It also provides retail loans, including home, vehicle, education, and personal loans; loans against the property; and loans for pensioners, as well as products and loans for micro, small, and medium enterprises. In addition, the company offers mutual funds, life, non-life, health, and general insurance products, and tax saving deposits; government saving schemes, tax collection services, pension products, and departmentalized ministries accounts; short term, long term, and other credit for agricultural/SSI/tertiary sectors; and safe deposit locker and cheque collection services. Further, it provides corporate loans comprising Covid emergency line of credit, trade finance, working capital, lines of credit, project financing, and channel finance; debt structuring/restructuring, loan syndication, structured finance, mergers and acquisition advisory, and private equity services; cash management, ECGC cover, and foreign exchange services, as well as derivatives; export and import finance services; NRI banking services; and treasury and other products, and remittance services. Additionally, the company offers app, internet, self-service, ATM, and SMS banking services; point of sale terminal and immediate payment services; and combo, debit, credit, gift, prepaid, and payroll cards. As of March 31, 2021, it operated 9,312 branches in India; 27 extension counters; 59 satellite offices; 48 service branches; 3 overseas branches at Hong Kong, Dubai, and Sydney; a representative office in Abu Dhabi; and 12,957 ATMs. The company was incorporated in 1919 and is headquartered in Mumbai, India.",Shri. Rajkiran Rai G.,Banking,IN,78202,912222892000,"Union Bank Bhavan, 239, Vidhan Bhavan Marg, Nariman Point",Mumbai
LALPATHLAB.NS,0.311504,221836,"309,476,261,888.00",20,Dr. Lal PathLabs Limited,INR,NSE,NSE,Diagnostics & Research,https://www.lalpathlabs.com,"Dr. Lal PathLabs Limited provides diagnostic and related healthcare tests and services in India and internationally. It operates laboratories for carrying the pathological investigations of various branches of biochemistry, hematology, histopathology, microbiology, electrophoresis, immuno-chemistry, immunology, virology, cytology, and other pathological and radiological investigations. The company offers pathology and radiology testing; lab staff training; technical; and lab management services. As of March 31, 2021, the company had 231 clinical laboratories, including National Reference Lab at Delhi and Regional Reference Lab at Kolkata; and 3,705 patient service centers and 9,247 pick-up points. Dr. Lal PathLabs Limited was founded in 1949 and is based in Gurugram, India.",Dr. Om Manchanda,Healthcare,IN,3996,911243016557,"12th Floor, Tower B, SAS Tower, Sector 38, Medicity",Gurgaon
IDFCFIRSTB.NS,1.178761,29277357,"307,343,622,144.00",0,IDFC First Bank Limited,INR,NSE,NSE,Banks—Regional,https://www.idfcfirstbank.com,"IDFC First Bank Limited provides various banking and financial products and services to corporates, individuals, multi-national companies, SMEs/entrepreneurs, financial institutions, and the government in India. It operates through Treasury, Corporate and Wholesale Banking, Retail Banking, and Other Banking Business segments. It provides savings, corporate salary, current, and business accounts; fixed and recurring deposits; debit, credit, and prepaid cards; and payment services. The company also offers personal, consumer durable, home, car, two-wheeler, equipment hypothecation, business, working capital, business, professional, term, and micro enterprise loans, as well as loan against property and loans for women. In addition, it provides corporate linked finance products, including sales bill/purchase bill/invoice discounting, vendor finance, dealer finance, and factoring/receivables purchase; treasury and capital market services; and trade finance and services comprising import-export solutions, bank guarantees, remittances, etc. Further, the company offers investment services consisting of mutual funds, gold bonds, demat and trading account, and investment linked insurance solutions; term, health, motor, home, travel, business, and pradhan mantri insurance products, as well as savings and annuity plans; and mobile, Internet banking, and customer care services. Additionally, IDFC First Bank Limited provides cash management services; investment banking services; and investment management solutions. As of March 31, 2021, it operated 596 bank liability branches, 151 asset branches, 592 ATMs and 85 recyclers and 655 rural business correspondents. The company was formerly known as IDFC Bank Limited and changed its name to IDFC First Bank Limited in January 2019. IDFC First Bank Limited was incorporated in 2014 and is based in Mumbai, India.",Mr. V. Vaidyanathan,Banking,IN,24169,912242222000,"Naman Chambers, C-32, G-Block, Bandra-Kurla Complex, Bandra (East)",Mumbai
TVSMOTOR.NS,0.745575,2899363,"307,143,737,344.00",3.5,TVS Motor Company Limited,INR,NSE,NSE,Auto Manufacturers,https://www.tvsmotor.com,"TVS Motor Company Limited, together with its subsidiaries, manufactures and sells automotive vehicles and components, spare parts, and accessories in India. It operates through Automotive Vehicles and Parts, Automotive Components, Financial Services, and Others segments. The company offers motorcycles under the Apache, Radeon, StaR City+, and Sport names; scooters under the Ntorq, Jupiter, Scooty Zest 110, and Scooty Pep + names; mopeds under the XL 100, XL 100 Comfort, and XL i-Touch start names; electric vehicles under the TVS iQUBE brand; and three wheelers under the TVS King brand name. It also develops residential projects; and provides financing for two-wheelers. The company exports its products. TVS Motor Company Limited distributes its products through a network of authorized dealers. The company was incorporated in 1992 and is based in Chennai, India. TVS Motor Company Limited is a subsidiary of Sundaram-Clayton Limited.",Mr. K. Radhakrishnan,Automobiles,IN,5035,914344276780,"Post Box No 4, Harita, Hosur",Krishnagiri
FLUOROCHEM.NS,1.529161,158588,"302,054,572,032.00",0,Gujarat Fluorochemicals Limited,INR,NSE,NSE,Chemicals,https://www.gfl.co.in,"Gujarat Fluorochemicals Limited engages in the manufacture and trading of refrigerant gases, caustic soda, chloromethane, polytetrafluoroethylene (PTFE), fluoropolymers, fluoromonomers, specialty fluorointermediates, specialty chemicals, and allied activities in India, Europe, the United States, and internationally. It provides carbon tetrachloride, chlorine, methylene di chloride, hydrochloric acid, sodium hydrogen sulphate, hydrogen gas, fluorspar, and chloroform. The company offers its products under the Inoflon, Fluonox, Inoflar, Inolub, and Refron brands. Gujarat Fluorochemicals Limited exports its products to approximately 75 countries. The company was formerly known as Inox Fluorochemicals Limited and changed its name to Gujarat Fluorochemicals Limited in July 2019. The company was incorproated in 1987 and is headquartered in Noida, India. Gujarat Fluorochemicals Limited is a subsidiary of Inox Leasing and Finance Limited.",,Chemicals,IN,2220,911206149600,"INOX Towers, Plot No. 17, Sector 16-A",Noida
IRFC.NS,0,13154062,"301,882,343,424.00",1.82,Indian Railway Finance Corporation Limited,INR,NSE,NSE,Credit Services,https://www.irfc.nic.in,"Indian Railway Finance Corporation Limited operates as a financing company in India. The company engages in borrowing funds from the financial markets to finance the acquisition/creation of assets that are leased out to the Indian Railways as finance lease. It also operates as a non-deposit taking non-banking financial and infrastructure finance company. The company was incorporated in 1986 and is based in New Delhi, India.",,Financial Services,IN,29,91 011 2410 0385,Hotel The Ashok,New Delhi
TRIDENT.NS,0.553539,27236413,"299,897,257,984.00",0.72,Trident Limited,INR,NSE,NSE,Textile Manufacturing,https://www.tridentindia.com,"Trident Limited manufactures, trades in, and sells textiles, papers, and chemicals in the United States, India, and internationally. It provides cotton, blended yarn, special open-end yarn, organic cotton, core spun yarns, Eli-twist yarn, compact yarn, slub yarn, and a range of value added yarns, such as melanges, package dyed, gassed mercerized yarn, zero twist, wrapper yarn, bamboo/cotton, modal/cotton, soya/cotton, polyester/cotton, BCI cotton, BMP cotton, and dyed yarns; bath linens, bath mats, and bath rugs; bed linen, such as sheets, duvets, quilts, pillows, and dohars. The company also offers copier, writing and printing maplitho, bible and offset print, bond, stiffener, cartridge, index, watermark, drawing, digital printing, carry bag, wedding card, sublimation, and virgin unbleached kraft papers; and commercial, battery, and laboratory reagent grade sulphuric acid for detergent manufacturers, iron and steel units, and textile factories, as well as pharmaceuticals, paper, dyes and chemicals, alum, detergent slurry, and ETP industries. Trident Limited also exports its products. The company was formerly known as Abhishek Industries Limited and changed its name to Trident Limited in April 2011. Trident Limited was founded in 1990 and is headquartered in Ludhiana, India.",,"Textiles, Apparel & Luxury Goods",IN,16111,911615039999,"E-212, Kitchlu Nagar",Ludhiana
GLAXO.NS,0.121238,104359,"296,994,144,256.00",30,GlaxoSmithKline Pharmaceuticals Limited,INR,NSE,NSE,Drug Manufacturers—General,https://india-pharma.gsk.com,"GlaxoSmithKline Pharmaceuticals Limited, a healthcare company, researches, develops, manufactures, and sells pharmaceutical medicines and vaccines in India and internationally. The company offers prescription and non-prescription drugs for anti-infective, gastrointestinal, nutrition, dermatology, respiratory, and rare diseases; and consumer healthcare products. It provides its product under the Augmentin, Betnovate, Calpol, Ceftum, and Synflorix brands. The company was formerly known as SmithKline Beecham Pharmaceuticals India Ltd. and changed its name to GlaxoSmithKline Pharmaceuticals Limited in 2001. GlaxoSmithKline Pharmaceuticals Limited was incorporated in 1924 and is headquartered in Mumbai, India.",,Pharmaceuticals,IN,4283,912224959595,"Dr Annie Besant Road, Worli",Mumbai
